186,HAT-P-32,1,2.15000805,0,283,6269,0,10/15/2014,HAT-P-32 b,0,0,0,135.698586,-14.372978,0
187,HAT-P-33,1,3.474474,0.03,387,6446,1.38,5/14/2014,HAT-P-33 b,1782,32.099,0.09,185.307412,22.7301,0
188,HAT-P-34,1,5.452654,0.63,257,6442,1.39,5/14/2014,HAT-P-34 b,1520,67.059,0.64,58.541037,-8.758864,0
189,HAT-P-35,1,3.646706,0.11,535,6096,1.24,5/14/2014,HAT-P-35 b,1581,10.488,0.37,218.073922,20.308229,0
190,HAT-P-36,1,1.327347,0.19,317,5560,1.02,5/14/2014,HAT-P-36 b,1823,31.464,0.22,133.413816,71.837171,0
191,HAT-P-37,1,2.797436,0.19,411,5500,0.93,5/14/2014,HAT-P-37 b,1271,32.735,0.42,81.208299,19.983617,0
192,HAT-P-38,1,4.640382,0.16,249,5330,0.89,5/14/2014,HAT-P-38 b,1082,6.356,1.04,144.229092,-26.872602,0
193,HAT-P-39,1,3.54387,0.04,642,6430,1.4,5/14/2014,HAT-P-39 b,1752,31.464,0.25,201.417298,17.446361,0
194,HAT-P-4,1,3.056536,0.065,314,5860,1.26,5/14/2014,HAT-P-4 b,1686,10.488,0.03,58.479859,57.336264,0
195,HAT-P-40,1,4.457243,0.01,501,6080,1.51,5/14/2014,HAT-P-40 b,1770,12.077,0.06,97.343612,-9.862862,0
196,HAT-P-41,1,2.694047,0.03,344,6390,1.42,5/14/2014,HAT-P-41 b,1941,32.417,0.09,43.840874,-10.625995,0
197,HAT-P-42,1,4.641878,0.34,447,5743,1.18,5/14/2014,HAT-P-42 b,1428,26.379,0.82,223.003908,31.58227,0
198,HAT-P-43,1,3.332687,0.05,542,5645,1.05,5/14/2014,HAT-P-43 b,1361,19.069,0.12,215.489463,27.754381,0
199,HAT-P-44,2,4.301219,0.04,363,5295,0.94,5/14/2014,HAT-P-44 b,1108,9.217,0.46,89.602255,64.520148,0
200,HAT-P-44,2,872.2,0,363,5295,0.94,5/14/2014,HAT-P-44 c,0,0,0,89.602255,64.520148,0
201,HAT-P-45,1,3.128992,0.09,305,6330,1.26,5/14/2014,HAT-P-45 b,1652,43.541,0.39,26.021508,5.982122,0
202,HAT-P-46,1,4.463129,0.1,296,6120,1.28,5/14/2014,HAT-P-46 b,1458,26.061,0.89,24.53127,9.639856,0
203,HAT-P-49,1,2.691548,0.17,322,6820,1.54,5/14/2014,HAT-P-49 b,2131,65.152,0.19,66.922463,-5.768308,0
204,HAT-P-5,1,2.788491,0.11,340,5960,1.16,5/14/2014,HAT-P-5 b,0,34.96,0.19,63.936601,22.149233,0
205,HAT-P-50,1,3.1220109,0.11,497,6280,1.27,11/19/2015,HAT-P-50 b,1862,23.20159,0.19,208.673628,18.909577,0
206,HAT-P-51,1,4.2180278,0.024,470,5449,0.98,11/19/2015,HAT-P-51 b,1192,5.72094,0.28,130.858343,-29.555255,0
207,HAT-P-52,1,2.7535953,0.21,385,5131,0.89,11/19/2015,HAT-P-52 b,1218,9.21707,0.49,152.17833,-26.980085,0
208,HAT-P-53,1,1.9616241,0.15,719,5956,1.09,11/19/2015,HAT-P-53 b,1778,17.79848,0.28,130.555602,-23.369353,0
209,HAT-P-54,1,3.799847,0.098,135.8,4390,0.65,4/24/2015,HAT-P-54 b,818,10.17056,0.22,188.783999,8.897919,0
210,HAT-P-55,1,3.5852467,0.077,480,5808,1.01,6/17/2015,HAT-P-55 b,1313,17.79848,0.34,49.588426,26.968644,0
211,HAT-P-56,1,2.7908327,0.12,310.5,6566,1.3,7/23/2015,HAT-P-56 b,1840,79.4575,0.11,187.537514,10.429787,0
212,HAT-P-57,1,2.465295,0,303,7500,1.47,11/5/2015,HAT-P-57 b,2200,0,0.069,38.822319,11.967884,0
